frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
545,18.166667,1,694.19632,329.99946,608.823586,338.357588,651.509953,334.178524,2.801813,1.209775,-1.756071,1.265373,0.522871,1.237574
546,18.2,1,693.738575,330.011305,608.420687,338.574729,651.079631,334.293017,2.819532,1.193626,-1.759391,1.251826,0.530071,1.222726
547,18.233333,1,693.157177,330.138286,608.24399,338.606245,650.700583,334.372265,2.817068,1.178303,-1.744416,1.304131,0.536326,1.241217
548,18.266667,1,693.083229,330.298296,608.100023,338.770332,650.591626,334.534314,2.810686,1.134695,-1.759949,1.273791,0.525368,1.204243
549,18.3,1,693.105679,330.326915,607.890625,338.865142,650.498152,334.596029,2.807556,1.106797,-1.76974,1.286809,0.518908,1.196803
550,18.333333,1,693.110313,330.271785,607.956381,338.835858,650.533347,334.553821,2.808652,1.119734,-1.763631,1.281729,0.52251,1.200732
551,18.366667,1,693.09227,330.39176,607.937965,338.929022,650.515118,334.660391,2.822309,1.062397,-1.760707,1.281501,0.530801,1.171949
552,18.4,1,693.077412,330.495341,607.95433,339.06369,650.515871,334.779516,2.820686,1.081032,-1.760756,1.287207,0.529965,1.18412
553,18.433333,1,693.115482,330.671241,607.880249,339.196159,650.497866,334.9337,2.82668,1.070255,-1.753601,1.309988,0.53654,1.190121
554,18.466667,1,693.471546,330.839045,608.540077,339.714941,651.005812,335.276993,2.834668,0.977391,-1.749782,1.411587,0.542443,1.194489
555,18.5,1,693.83215,330.801494,608.544779,339.746827,651.188464,335.274161,2.84801,0.997708,-1.748254,1.510116,0.549878,1.253912
556,18.533333,1,693.661709,330.918074,608.211117,339.823523,650.936413,335.370798,2.83105,1.022227,-1.755389,1.502075,0.537831,1.262151
557,18.566667,1,693.430595,330.949278,607.964554,340.182831,650.697575,335.566055,2.812854,1.106515,-1.743505,1.454856,0.534675,1.280685
558,18.6,1,693.189144,331.054512,607.772036,340.239249,650.48059,335.646881,2.810899,1.090659,-1.734837,1.438996,0.538031,1.264827
559,18.633333,1,693.04285,331.099734,607.395067,340.524749,650.218959,335.812241,2.832095,1.059311,-1.720839,1.461844,0.555628,1.260578
560,18.666667,1,692.822151,331.440064,607.231379,340.708668,650.026765,336.074366,2.842305,1.081694,-1.732309,1.480491,0.554998,1.281092
561,18.7,1,692.808437,331.557941,607.142391,340.998572,649.975414,336.278256,2.835673,1.052745,-1.741909,1.532862,0.546882,1.292803
562,18.733333,1,692.856197,331.617084,607.075272,341.115232,649.965734,336.366158,2.828272,1.140246,-1.751209,1.473661,0.538532,1.306954
563,18.766667,1,692.779922,331.640114,606.903133,341.089643,649.841528,336.364878,2.815826,1.132179,-1.775815,1.436282,0.520006,1.284231
564,18.8,1,692.981968,332.115862,606.837664,341.212016,649.909816,336.663939,2.817575,1.188823,-1.766428,1.621038,0.525573,1.40493
565,18.833333,1,692.963467,332.019823,606.870871,341.283283,649.917169,336.651553,2.808528,1.157836,-1.762178,1.56718,0.523175,1.362508
566,18.866667,1,692.971382,332.100563,607.067642,341.435267,650.019512,336.767915,2.798871,1.113185,-1.779292,1.520273,0.509789,1.316729
567,18.9,1,692.880535,332.240574,606.983442,341.605459,649.931989,336.923017,2.788183,1.197807,-1.801738,1.497945,0.493222,1.347876
568,18.933333,1,692.807102,332.375093,606.879253,341.792355,649.843178,337.083724,2.776414,1.256954,-1.800635,1.48789,0.487889,1.372422
569,18.966667,1,693.113689,332.395086,606.967554,341.964473,650.040622,337.179779,2.776947,1.29754,-1.814122,1.508392,0.481413,1.402966
570,19.0,1,693.303452,332.469592,606.866989,341.981902,650.08522,337.225747,2.77609,1.304313,-1.826879,1.486616,0.474605,1.395465
571,19.033333,1,693.175182,332.64172,607.012758,342.016668,650.09397,337.329194,2.763136,1.310706,-1.814203,1.53303,0.474467,1.421868
572,19.066667,1,693.702126,332.643372,606.833858,341.998955,650.267992,337.321164,2.781811,1.337074,-1.84371,1.559138,0.46905,1.448106
573,19.1,1,693.957367,332.493721,607.420416,342.016701,650.688891,337.255211,2.779563,1.281052,-1.836029,1.509385,0.471767,1.395218
574,19.133333,1,694.111347,332.430298,607.427073,342.139444,650.76921,337.284871,2.783656,1.307352,-1.832581,1.568721,0.475538,1.438036
575,19.166667,1,694.502735,332.866822,607.848587,342.368424,651.175661,337.617623,2.787958,1.171568,-1.803328,1.577198,0.492315,1.374383
576,19.2,1,695.226345,333.363492,608.586168,342.83971,651.906257,338.101601,2.801198,1.326495,-1.813547,1.481861,0.493825,1.404178
577,19.233333,1,695.881729,333.859481,608.829422,343.078045,652.355576,338.468763,2.815374,1.258086,-1.839414,1.378198,0.48798,1.318142
578,19.266667,1,696.563454,334.171314,609.044561,343.539133,652.804008,338.855224,2.839174,1.33283,-1.860667,1.558544,0.489253,1.445687
579,19.3,1,697.049007,334.444218,609.239807,343.48102,653.144407,338.962619,2.849994,1.271157,-1.868268,1.418992,0.490863,1.345075
580,19.333333,1,697.086372,334.459217,609.244032,343.467067,653.165202,338.963142,2.843225,1.261415,-1.868984,1.372636,0.48712,1.317025
581,19.366667,1,696.844234,334.694468,609.296665,343.5937,653.07045,339.144084,2.843171,1.248237,-1.854294,1.35679,0.494439,1.302514
582,19.4,1,696.739292,334.731,609.298458,343.270059,653.018875,339.00053,2.820284,1.235543,-1.831006,1.326206,0.494639,1.280874
583,19.433333,1,696.799488,334.676508,609.031172,343.348154,652.91533,339.012331,2.845005,1.256465,-1.82198,1.367291,0.511512,1.311878
584,19.466667,1,696.102982,334.464861,608.881636,343.287574,652.492309,338.876217,2.805827,1.276551,-1.822858,1.415723,0.491484,1.346137
585,19.5,1,695.826244,334.173127,608.342323,343.266723,652.084284,338.719925,2.791832,1.29079,-1.847867,1.274211,0.471983,1.282501
586,19.533333,1,696.094112,334.26664,608.469696,343.230813,652.281904,338.748727,2.800096,1.261269,-1.848045,1.240303,0.476026,1.250786
