frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
2791,93.033333,1,540.136995,416.058941,443.531895,425.246708,491.834445,420.652825,2.882085,0.679333,-1.626813,1.138403,0.627636,0.908868
2792,93.066667,1,540.191317,415.922942,442.643652,425.035189,491.417484,420.479066,2.928487,0.652544,-1.651869,1.105002,0.638309,0.878773
2793,93.1,1,540.172434,415.663508,442.374144,424.931957,491.273289,420.297732,2.952602,0.677607,-1.647904,1.154285,0.652349,0.915946
2794,93.133333,1,539.552727,415.776848,442.382288,424.44226,490.967507,420.109554,2.908456,0.638048,-1.649887,1.134334,0.629284,0.886191
2795,93.166667,1,538.905621,415.962553,441.557522,425.016779,490.231571,420.489666,2.919829,0.684797,-1.658192,1.165628,0.630818,0.925213
2796,93.2,1,538.221579,416.437572,440.779705,425.450095,489.500642,420.943834,2.948312,0.698596,-1.657619,1.191646,0.645346,0.945121
2797,93.233333,1,538.561516,416.343995,441.137629,425.243146,489.849572,420.793571,2.972672,0.687735,-1.620506,1.249036,0.676083,0.968385
2798,93.266667,1,538.217478,416.457828,440.955601,425.248264,489.586539,420.853046,2.939399,0.739748,-1.605804,1.200228,0.666797,0.969988
2799,93.3,1,537.977066,416.529754,440.861921,425.162809,489.419494,420.846282,2.902106,0.767624,-1.615355,1.172318,0.643376,0.969971
2800,93.333333,1,538.321018,416.460468,440.661106,425.182164,489.491062,420.821316,2.892732,0.824828,-1.605691,1.2264,0.643521,1.025614
2801,93.366667,1,537.790194,416.173825,441.235037,425.45355,489.512615,420.813687,2.890992,0.714395,-1.63326,1.131044,0.628866,0.92272
2802,93.4,1,538.610497,416.016819,441.75518,425.310931,490.182838,420.663875,2.925942,0.797879,-1.627992,1.132499,0.648975,0.965189
2803,93.433333,1,538.926353,415.885745,441.951752,425.324171,490.439053,420.604958,2.856603,0.725792,-1.634574,1.185193,0.611014,0.955493
2804,93.466667,1,539.754353,415.580928,442.538385,424.706554,491.146369,420.143741,2.886118,0.758701,-1.616339,1.180235,0.634889,0.969468
2805,93.5,1,540.123739,415.150981,442.865248,424.157356,491.494493,419.654168,2.884778,0.710519,-1.613223,1.189791,0.635777,0.950155
2806,93.533333,1,540.550709,414.980618,443.24625,424.373327,491.898479,419.676973,2.864822,0.742286,-1.627608,1.174142,0.618607,0.958214
2807,93.566667,1,540.954275,414.579799,443.83462,424.519926,492.394447,419.549863,2.854017,0.720598,-1.614169,1.107156,0.619924,0.913877
2808,93.6,1,541.917906,414.736472,444.824905,424.769114,493.371406,419.752793,2.858313,0.722525,-1.625832,1.12453,0.616241,0.923528
2809,93.633333,1,542.939501,414.965211,446.002235,425.293282,494.470868,420.129247,2.843178,0.713951,-1.642998,1.123667,0.60009,0.918809
2810,93.666667,1,544.098835,415.765271,447.286024,425.527858,495.69243,420.646564,2.844267,0.773729,-1.648594,1.15111,0.597837,0.962419
2811,93.7,1,545.463085,416.344038,448.667326,426.204032,497.065206,421.274035,2.843979,0.724879,-1.648883,1.106415,0.597548,0.915647
2812,93.733333,1,546.606436,416.840204,449.509478,425.951657,498.057957,421.395931,2.84988,0.781674,-1.645615,1.026384,0.602133,0.904029
