frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
451,15.033333,1,595.246592,316.517379,485.722523,328.200781,540.484557,322.35908,2.873179,1.575043,-1.851383,1.995052,0.510898,1.785048
452,15.066667,1,595.443869,317.195093,483.773146,328.927542,539.608507,323.061318,2.866429,1.735819,-1.826177,2.303365,0.520126,2.019592
453,15.1,1,597.418737,317.231432,487.391796,328.061939,542.405267,322.646686,2.873921,1.813679,-1.874592,2.177732,0.499664,1.995706
454,15.133333,1,598.827457,317.088979,487.163305,328.900001,542.995381,322.99449,2.944015,1.567405,-1.827503,2.511016,0.558256,2.03921
455,15.166667,1,598.731108,316.835607,486.368074,328.79312,542.549591,322.814364,2.900179,1.655169,-1.807839,2.783189,0.54617,2.219179
456,15.2,1,597.774515,316.801951,485.41749,328.972871,541.596003,322.887411,2.915394,1.707499,-1.836319,2.575007,0.539538,2.141253
457,15.233333,1,595.966473,319.730349,484.254408,331.636895,540.11044,325.683622,2.893869,1.56948,-1.844388,2.368564,0.524741,1.969022
458,15.266667,1,595.726652,319.627165,483.136339,332.31426,539.431496,325.970712,2.89291,1.548433,-1.818585,2.336505,0.537162,1.942469
459,15.3,1,594.188452,320.143946,481.656122,333.015684,537.922287,326.579815,2.903092,1.641001,-1.809231,2.229858,0.546931,1.935429
460,15.333333,1,593.777666,321.046836,481.191521,333.764707,537.484593,327.405772,2.927228,1.615339,-1.810269,1.906403,0.558479,1.760871
461,15.366667,1,594.482737,322.67513,483.043995,335.753072,538.763366,329.214101,2.915405,1.512707,-1.873354,2.294022,0.521026,1.903365
462,15.4,1,595.608301,322.192097,484.161472,334.85524,539.884887,328.523668,2.870295,1.423972,-1.859801,2.279294,0.505247,1.851633
463,15.433333,1,599.13187,323.728133,488.614235,335.700045,543.873053,329.714089,2.918917,1.781841,-1.811362,2.060473,0.553777,1.921157
464,15.466667,1,600.208473,324.203308,488.018179,336.63083,544.113326,330.417069,2.961234,1.563911,-1.829782,2.102166,0.565726,1.833038
465,15.5,1,601.985483,323.90429,488.714943,335.999422,545.350213,329.951856,2.926257,1.379842,-1.813221,2.197025,0.556518,1.788433
466,15.533333,1,602.773943,323.126847,489.181871,335.057119,545.977907,329.091983,2.910761,1.399455,-1.811747,2.664753,0.549507,2.032104
467,15.566667,1,600.677586,323.727366,488.190928,335.545233,544.434257,329.6363,2.917245,1.24382,-1.883992,2.501653,0.516627,1.872737
468,15.6,1,599.721823,324.712113,487.421055,336.663789,543.571439,330.687951,2.875517,1.339874,-1.843149,2.60124,0.516184,1.970557
469,15.633333,1,596.800413,325.493402,486.276693,337.497886,541.538553,331.495644,2.842468,1.289673,-1.808862,2.245417,0.516803,1.767545
470,15.666667,1,595.618505,325.645376,484.68111,338.140785,540.149808,331.893081,2.826481,1.336004,-1.836346,2.366094,0.495067,1.851049
471,15.7,1,594.12262,324.97035,480.93832,338.154588,537.53047,331.562469,2.892876,1.251281,-1.879541,2.523408,0.506668,1.887344
472,15.733333,1,591.803007,324.89027,477.893705,338.936779,534.848356,331.913525,2.846823,1.177163,-1.906527,1.692314,0.470148,1.434738
473,15.766667,1,593.632345,323.802382,480.510187,337.501845,537.071266,330.652114,2.836102,1.425552,-1.881789,2.20244,0.477156,1.813996
