frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
2701,90.033333,1,668.933163,421.140954,566.028929,411.339948,617.481046,416.240451,2.739614,1.804341,-1.919849,2.058405,0.409883,1.931373
2702,90.066667,1,668.798313,421.280944,566.163769,411.352866,617.481041,416.316905,2.743042,1.854896,-1.969155,2.023411,0.386943,1.939153
2703,90.1,1,669.228134,421.096762,566.109295,411.305026,617.668715,416.200894,2.746826,1.855611,-1.929408,2.086839,0.408709,1.971225
2704,90.133333,1,669.217911,421.42337,566.237783,411.337019,617.727847,416.380194,2.742396,1.863891,-1.918805,2.122052,0.411796,1.992971
2705,90.166667,1,669.639473,421.289989,566.190653,411.347866,617.915063,416.318927,2.738888,1.894599,-1.918105,2.098974,0.410391,1.996787
2706,90.2,1,669.597397,421.183988,566.250639,411.379967,617.924018,416.281977,2.737524,1.883811,-1.940066,2.005555,0.398729,1.944683
2707,90.233333,1,669.700089,421.023688,566.194181,411.403978,617.947135,416.213833,2.73228,1.860224,-1.935533,1.987973,0.398373,1.924099
2708,90.266667,1,669.483337,421.16238,565.844021,411.651353,617.663679,416.406866,2.737244,1.870112,-1.934349,2.185637,0.401447,2.027875
2709,90.3,1,669.165611,421.065627,565.465946,411.961437,617.315779,416.513532,2.733554,1.837953,-1.937344,2.102076,0.398105,1.970015
2710,90.333333,1,668.600101,420.971954,565.060749,411.978056,616.830425,416.475005,2.727682,1.776777,-1.938462,2.030935,0.39461,1.903856
2711,90.366667,1,667.802219,421.154913,564.308443,412.409356,616.055331,416.782134,2.724127,1.763721,-1.957458,2.061752,0.383335,1.912736
2712,90.4,1,666.837425,423.531554,564.94441,415.329455,615.890918,419.430504,2.801927,2.75089,-1.961339,2.491026,0.420294,2.620958
2713,90.433333,1,663.704567,425.04727,571.159534,416.639253,617.432051,420.843261,2.690249,164.624369,-1.81347,6.609227,0.43839,85.616798
2714,90.466667,1,664.124813,423.53989,564.927197,416.042,614.526005,419.790945,2.760252,9.817153,-1.919341,2.662198,0.420456,6.239676
2715,90.5,1,663.071957,422.079931,562.018766,414.67314,612.545362,418.376536,2.812795,2.930518,-2.007001,3.302303,0.402897,3.11641
2716,90.533333,1,663.065987,421.236398,560.070381,413.935522,611.568184,417.58596,2.821948,2.418016,-2.050824,2.880459,0.385562,2.649238
2717,90.566667,1,661.608257,420.948179,559.26919,413.896523,610.438724,417.422351,2.758414,1.939401,-2.053296,2.238336,0.352559,2.088869
2718,90.6,1,660.405903,420.742271,558.523149,413.46664,609.464526,417.104455,2.722729,2.098455,-2.018401,2.383415,0.352164,2.240935
2719,90.633333,1,659.46703,420.216633,557.365332,413.534167,608.416181,416.8754,2.724525,1.923532,-1.951435,2.253798,0.386545,2.088665
2720,90.666667,1,659.028225,420.081385,556.367836,413.243716,607.69803,416.662551,2.73544,1.926222,-2.003221,2.4888,0.36611,2.207511
2721,90.7,1,658.276749,419.751388,555.468521,413.265313,606.872635,416.50835,2.73703,1.895158,-1.964215,2.181784,0.386408,2.038471
2722,90.733333,1,657.586689,419.650826,554.398527,413.328935,605.992608,416.489881,2.734503,1.852003,-1.972211,2.049269,0.381146,1.950636
2723,90.766667,1,656.47604,419.563504,553.357038,413.262212,604.916539,416.412858,2.730639,1.875029,-1.942003,2.074995,0.394318,1.975012
2724,90.8,1,655.558243,419.206663,552.357893,413.315384,603.958068,416.261024,2.735347,1.962645,-1.924442,2.20013,0.405452,2.081387
2725,90.833333,1,654.35606,418.737202,551.429482,413.249348,602.892771,415.993275,2.722148,1.869469,-1.945429,2.174626,0.38836,2.022048
2726,90.866667,1,653.479881,418.547741,550.425005,413.495264,601.952443,416.021503,2.699114,1.928892,-1.96349,2.409531,0.367812,2.169211
2727,90.9,1,652.416801,418.197691,549.345388,413.470427,600.881095,415.834059,2.708636,1.918918,-1.945127,2.331433,0.381755,2.125176
2728,90.933333,1,651.668053,417.590826,547.790241,413.344213,599.729147,415.467519,2.728335,1.868217,-1.942382,2.32343,0.392977,2.095824
2729,90.966667,1,650.816021,417.389349,546.833878,413.636155,598.824949,415.512752,2.731576,1.85798,-1.926069,2.356607,0.402753,2.107294
2730,91.0,1,650.149345,417.215413,546.773996,413.868499,598.461671,415.541956,2.7462,1.884016,-1.913441,2.150428,0.416379,2.017222
2731,91.033333,1,649.061718,416.790669,545.305262,414.081144,597.18349,415.435907,2.732559,1.903028,-1.920573,2.219469,0.405993,2.061249
2732,91.066667,1,648.06385,416.670249,544.32148,414.23564,596.192665,415.452944,2.721084,1.888925,-1.912494,2.333579,0.404295,2.111252
2733,91.1,1,646.583872,416.488792,542.707071,414.063227,594.645472,415.276009,2.72301,1.802893,-1.943953,2.177741,0.389528,1.990317
2734,91.133333,1,645.340166,416.415771,541.381016,414.182124,593.360591,415.298948,2.730574,1.874947,-1.933244,2.253532,0.398665,2.064239
2735,91.166667,1,644.370604,416.250955,540.548191,414.680393,592.459397,415.465674,2.746179,1.833218,-1.921697,2.192408,0.412241,2.012813
2736,91.2,1,643.193722,416.125717,539.399633,414.911031,591.296678,415.518374,2.756751,1.868698,-1.911741,2.344383,0.422505,2.10654
2737,91.233333,1,641.87355,416.198019,538.045235,415.048821,589.959393,415.62342,2.793947,1.821345,-1.928209,2.202602,0.432869,2.011973
2738,91.266667,1,641.019897,415.779884,537.139454,415.375857,589.079676,415.577871,2.769403,1.828971,-1.956799,2.253679,0.406302,2.041325
2739,91.3,1,639.828091,415.73729,535.78949,415.381104,587.80879,415.559197,2.825996,1.667872,-1.932459,2.279694,0.446768,1.973783
2740,91.333333,1,638.765554,415.690609,534.898148,415.842572,586.831851,415.766591,2.834381,1.659956,-1.910903,2.304575,0.461739,1.982266
2741,91.366667,1,637.756958,415.717624,533.72117,415.903555,585.739064,415.81059,2.843226,1.703377,-1.906006,2.296778,0.46861,2.000078
2742,91.4,1,636.641455,415.677499,532.494936,416.185337,584.568195,415.931418,2.873646,1.723035,-1.900369,2.268055,0.486638,1.995545
2743,91.433333,1,634.595909,415.65779,530.623264,416.600908,582.609587,416.129349,2.840131,1.752803,-1.927242,2.192678,0.456445,1.97274
2744,91.466667,1,633.23885,415.879898,528.835983,417.050586,581.037416,416.465242,2.827485,1.764687,-1.932504,2.223158,0.447491,1.993922
2745,91.5,1,632.188778,416.074669,527.477312,417.485865,579.833045,416.780267,2.807577,1.913987,-1.936151,2.12184,0.435713,2.017913
2746,91.533333,1,631.200037,416.045026,526.307535,417.672011,578.753786,416.858518,2.799879,1.909205,-1.929048,1.997106,0.435416,1.953155
2747,91.566667,1,630.296774,415.871465,525.267382,417.807387,577.782078,416.839426,2.801529,1.948967,-1.945116,2.083971,0.428206,2.016469
2748,91.6,1,629.227705,415.706563,524.44416,418.190932,576.835933,416.948748,2.781779,1.945731,-1.908014,2.140052,0.436882,2.042892
2749,91.633333,1,628.260574,415.560383,523.11183,418.3306,575.686202,416.945491,2.768136,2.023453,-1.902986,2.112057,0.432575,2.067755
2750,91.666667,1,627.247019,415.148245,522.25709,418.361124,574.752054,416.754684,2.763075,1.881238,-1.888237,2.032504,0.437419,1.956871
2751,91.7,1,626.299982,415.066599,521.753559,418.706421,574.026771,416.88651,2.735592,2.081877,-1.898858,2.007922,0.418367,2.0449
2752,91.733333,1,625.348043,414.843825,520.873241,418.776008,573.110642,416.809916,2.721117,2.160303,-1.913787,2.050688,0.403665,2.105495
2753,91.766667,1,624.787054,414.881043,520.285892,418.736086,572.536473,416.808565,2.725055,2.156461,-1.812643,2.098522,0.456206,2.127491
2754,91.8,1,623.674803,414.516424,519.592075,418.864853,571.633439,416.690639,2.732859,2.006227,-1.828812,2.003148,0.452024,2.004687
2755,91.833333,1,623.034382,414.401947,518.844614,419.100738,570.939498,416.751342,2.722794,1.882952,-1.801036,2.060392,0.460879,1.971672
