frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
1646,54.866667,1,685.140724,339.332871,603.426237,349.545323,644.283481,344.439097,2.757533,1.76065,-1.710224,1.273686,0.523655,1.517168
1647,54.9,1,685.026779,339.445916,603.249846,349.733856,644.138312,344.589886,2.772455,1.63401,-1.707894,1.373217,0.53228,1.503614
1648,54.933333,1,684.943981,339.478644,602.937298,349.754267,643.940639,344.616456,2.778694,1.652839,-1.717726,1.431167,0.530484,1.542003
1649,54.966667,1,684.419613,339.825668,602.912836,349.669499,643.666224,344.747584,2.748613,1.687612,-1.695864,1.392648,0.526375,1.54013
1650,55.0,1,684.45385,339.814864,602.862186,349.787913,643.658018,344.801389,2.767308,1.794809,-1.700773,1.500232,0.533267,1.64752
1651,55.033333,1,684.438076,339.877655,602.907476,349.942269,643.672776,344.909962,2.759311,1.780432,-1.699661,1.471931,0.529825,1.626182
1652,55.066667,1,684.651489,339.87949,602.831306,350.050871,643.741398,344.96518,2.778352,1.812659,-1.710653,1.310115,0.533849,1.561387
1653,55.1,1,684.328728,340.000414,602.803431,350.167617,643.566079,345.084016,2.772624,1.813257,-1.702178,1.288204,0.535223,1.55073
1654,55.133333,1,684.634533,339.932238,602.857399,350.219915,643.745966,345.076076,2.783832,1.879602,-1.711893,1.360102,0.535969,1.619852
1655,55.166667,1,684.612179,339.986086,603.001385,350.181645,643.806782,345.083866,2.782303,1.920341,-1.702189,1.226769,0.540057,1.573555
1656,55.2,1,684.554825,339.965438,602.951975,350.096598,643.7534,345.031018,2.778656,1.816874,-1.704477,1.192598,0.537089,1.504736
1657,55.233333,1,684.637012,339.895272,603.085585,350.10752,643.861299,345.001396,2.773009,1.853512,-1.699392,1.212277,0.536808,1.532894
1658,55.266667,1,685.189819,339.900019,603.57851,350.330095,644.384165,345.115057,2.799413,1.781164,-1.709291,1.354309,0.545061,1.567736
1659,55.3,1,685.248966,339.982336,603.73332,350.355527,644.491143,345.168932,2.76725,1.805544,-1.700677,1.297511,0.533286,1.551527
