frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
4072,135.733333,1,659.836273,328.158703,564.853268,327.746769,612.34477,327.952736,2.892721,1.593208,-1.823691,1.391583,0.534515,1.492396
4073,135.766667,1,660.025139,328.163799,564.646454,327.329696,612.335796,327.746748,2.892531,1.611139,-1.82843,1.360399,0.532051,1.485769
4074,135.8,1,660.017223,328.076246,564.742594,327.319037,612.379909,327.697642,2.885585,1.566653,-1.834949,1.347553,0.525318,1.457103
4075,135.833333,1,660.055065,327.864448,564.863834,327.166629,612.45945,327.515539,2.893563,1.585661,-1.827989,1.380528,0.532787,1.483094
4076,135.866667,1,660.068531,327.973829,564.677773,327.221528,612.373152,327.597679,2.878952,1.566173,-1.840651,1.401093,0.519151,1.483633
4077,135.9,1,660.057716,327.963631,564.717131,327.239826,612.387424,327.601729,2.879216,1.54407,-1.838304,1.405441,0.520456,1.474756
4078,135.933333,1,659.890327,327.901474,564.516649,327.429249,612.203488,327.665361,2.877862,1.601771,-1.849586,1.444212,0.514138,1.522991
4079,135.966667,1,659.861927,327.950971,564.42874,327.516979,612.145333,327.733975,2.861765,1.562877,-1.869136,1.443994,0.496315,1.503436
4080,136.0,1,659.959755,328.002748,564.556808,327.484937,612.258282,327.743843,2.866089,1.571144,-1.871171,1.491005,0.497459,1.531074
4081,136.033333,1,659.91993,328.053233,564.567776,327.553216,612.243853,327.803224,2.854814,1.548348,-1.882987,1.509736,0.485914,1.529042
4082,136.066667,1,659.890175,328.033133,564.568987,327.546081,612.229581,327.789607,2.847915,1.570506,-1.876031,1.506029,0.485942,1.538267
4083,136.1,1,659.863758,328.031416,564.579239,327.511856,612.221498,327.771636,2.856813,1.574481,-1.873218,1.514533,0.491797,1.544507
4084,136.133333,1,659.863014,328.035734,564.500761,327.579603,612.181888,327.807669,2.862355,1.565923,-1.877573,1.527169,0.492391,1.546546
4085,136.166667,1,659.911346,328.003328,564.500122,327.576202,612.205734,327.789765,2.862973,1.570747,-1.875107,1.51641,0.493933,1.543579
4086,136.2,1,659.822826,328.113009,564.585848,327.58096,612.204337,327.846985,2.870874,1.575197,-1.873689,1.509134,0.498592,1.542165
4087,136.233333,1,659.647675,328.160623,564.544458,327.586915,612.096066,327.873769,2.866626,1.580574,-1.875017,1.511494,0.495804,1.546034
4088,136.266667,1,659.677296,328.180794,564.523649,327.575601,612.100472,327.878197,2.871772,1.576763,-1.867339,1.505287,0.502216,1.541025
4089,136.3,1,659.647064,328.141499,564.482346,327.601447,612.064705,327.871473,2.863416,1.579076,-1.872973,1.52246,0.495221,1.550768
4090,136.333333,1,659.666157,328.170113,564.492464,327.554476,612.07931,327.862295,2.864546,1.586337,-1.871263,1.513916,0.496642,1.550127
4091,136.366667,1,659.477959,328.223564,564.357195,327.65146,611.917577,327.937512,2.846105,1.549767,-1.873968,1.511753,0.486069,1.53076
4092,136.4,1,659.119015,328.283544,563.989639,327.69695,611.554327,327.990247,2.825198,1.514409,-1.880066,1.544536,0.472566,1.529473
4093,136.433333,1,659.123917,328.27981,563.967228,327.727838,611.545572,328.003824,2.812134,1.486019,-1.87923,1.503094,0.466452,1.494557
4094,136.466667,1,659.143658,328.272187,563.984871,327.753818,611.564264,328.013003,2.810188,1.501136,-1.878925,1.547165,0.465632,1.524151
4095,136.5,1,659.116955,328.275352,563.788805,327.707427,611.45288,327.991389,2.807132,1.539632,-1.886313,1.554779,0.460409,1.547206
4096,136.533333,1,659.121819,328.282508,564.00157,327.729587,611.561694,328.006048,2.807226,1.489594,-1.881431,1.568844,0.462897,1.529219
4097,136.566667,1,659.587917,328.329431,564.39188,327.549702,611.989899,327.939566,2.834807,1.542813,-1.872947,1.523433,0.48093,1.533123
4098,136.6,1,660.37962,328.650963,565.478897,327.05345,612.929258,327.852207,2.897959,1.584954,-1.846724,1.458083,0.525618,1.521519
4099,136.633333,1,660.666981,328.997419,565.695372,327.380127,613.181176,328.188773,2.853167,1.632113,-1.865853,1.507056,0.493657,1.569585
4100,136.666667,1,661.39101,329.424121,566.479053,327.078609,613.935032,328.251365,2.887763,1.727332,-1.854925,1.471928,0.516419,1.59963
4101,136.7,1,661.848602,329.755803,566.631603,327.35573,614.240103,328.555766,2.854159,1.683769,-1.880237,1.48965,0.486961,1.586709
