frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
1,0.033333,1,704.731693,349.73568,616.171808,355.814869,660.451751,352.775274,2.779923,1.723286,-1.668842,1.361129,0.55554,1.542207
2,0.066667,1,703.965969,349.723749,616.167994,355.657917,660.066981,352.690833,2.82361,1.363699,-1.682226,2.19952,0.570692,1.781609
3,0.1,1,703.862095,348.930727,615.497742,355.881822,659.679918,352.406275,2.90039,1.234599,-1.800069,1.541188,0.55016,1.387894
4,0.133333,1,703.820152,349.47086,615.299129,355.675431,659.559641,352.573146,2.902397,1.307124,-1.777505,1.614909,0.562446,1.461016
5,0.166667,1,703.262272,348.438145,615.274467,354.983674,659.26837,351.710909,2.866592,1.47058,-1.779552,1.521607,0.54352,1.496093
6,0.2,1,703.36792,348.377581,615.126104,354.978304,659.247012,351.677942,2.888689,1.322488,-1.784248,1.62508,0.55222,1.473784
7,0.233333,1,703.283539,348.33164,615.225554,355.052333,659.254546,351.691986,2.87513,1.34897,-1.774373,1.61668,0.550379,1.482825
8,0.266667,1,703.789062,348.33135,615.084143,354.706306,659.436603,351.518828,2.912302,1.468953,-1.786238,1.63105,0.563032,1.550002
9,0.3,1,703.893967,348.547187,615.124083,354.695245,659.509025,351.621216,2.930716,1.498133,-1.768259,1.815509,0.581228,1.656821
10,0.333333,1,703.933678,348.565212,615.958939,355.016327,659.946308,351.790769,2.903791,1.394211,-1.778727,1.75005,0.562532,1.57213
11,0.366667,1,705.26659,348.428451,616.65451,354.963723,660.96055,351.696087,2.933198,1.401526,-1.791051,2.118505,0.571074,1.760015
12,0.4,1,705.582256,348.529152,617.160454,354.454549,661.371355,351.491851,2.92005,1.46946,-1.786542,2.027157,0.566754,1.748309
13,0.433333,1,705.73307,348.499911,617.631474,354.428676,661.682272,351.464294,2.919539,1.471338,-1.777733,2.001405,0.570903,1.736371
14,0.466667,1,706.384945,348.407042,617.735062,354.562513,662.060003,351.484778,2.942116,1.384332,-1.75183,2.088822,0.595143,1.736577
15,0.5,1,706.649094,348.804309,617.959375,354.778705,662.304235,351.791507,2.92078,1.35794,-1.748316,1.979879,0.586232,1.668909
16,0.533333,1,706.733799,348.709606,618.143587,354.653531,662.438693,351.681569,2.901469,1.23468,-1.740776,1.980428,0.580347,1.607554
17,0.566667,1,706.942635,348.746476,618.11018,354.744276,662.526407,351.745376,2.925294,1.261179,-1.751683,2.063669,0.586805,1.662424
18,0.6,1,707.123871,349.028682,618.728552,354.921747,662.926211,351.975214,2.899144,1.39688,-1.731056,1.905758,0.584044,1.651319
19,0.633333,1,704.730759,350.21388,617.321892,355.819536,661.026325,353.016708,2.849354,1.439077,-1.753531,1.857069,0.547912,1.648073
20,0.666667,1,704.696636,350.614554,616.424437,356.233288,660.560536,353.423921,2.88086,1.488882,-1.772107,1.750711,0.554376,1.619796
21,0.7,1,704.615021,350.560684,616.132498,356.3789,660.373759,353.469792,2.875501,1.423691,-1.784479,1.757348,0.545511,1.590519
22,0.733333,1,704.11232,350.599405,615.805922,356.389199,659.959121,353.494302,2.878314,1.574734,-1.783722,1.648092,0.547296,1.611413
23,0.766667,1,703.526134,350.956004,615.367193,356.547686,659.446664,353.751845,2.892892,1.597216,-1.805757,1.440157,0.543568,1.518687
24,0.8,1,703.453579,350.923099,615.032511,356.722748,659.243045,353.822924,2.893457,1.740742,-1.803832,1.43598,0.544812,1.588361
25,0.833333,1,703.193512,350.629284,614.680548,356.665247,658.93703,353.647266,2.916636,1.807755,-1.818276,1.520725,0.54918,1.66424
26,0.866667,1,703.244305,350.572422,614.504938,356.887227,658.874621,353.729824,2.915188,1.557474,-1.826159,1.584514,0.544514,1.570994
27,0.9,1,703.240414,350.645946,614.518309,356.704745,658.879361,353.675346,2.915178,1.759262,-1.811003,1.572757,0.552088,1.66601
28,0.933333,1,703.148994,350.723441,614.354219,356.867518,658.751607,353.795479,2.917559,1.655439,-1.821179,1.700522,0.54819,1.677981
29,0.966667,1,702.862358,350.766082,614.480295,356.83119,658.671327,353.798636,2.901409,1.602556,-1.829273,1.856329,0.536068,1.729443
30,1.0,1,702.886047,350.63628,614.170704,356.767724,658.528376,353.702002,2.906036,1.65472,-1.840737,1.649525,0.532649,1.652123
31,1.033333,1,702.795849,350.703957,614.398746,356.832027,658.597298,353.767992,2.892156,1.544347,-1.839472,1.62706,0.526342,1.585703
32,1.066667,1,702.847481,350.708361,614.228315,356.810703,658.537898,353.759532,2.885719,1.589377,-1.834326,1.814549,0.525696,1.701963
33,1.1,1,702.787857,350.719289,614.256535,356.676437,658.522196,353.697863,2.892266,1.584902,-1.827414,1.707172,0.532426,1.646037
34,1.133333,1,702.933731,350.721134,614.301739,356.60633,658.617735,353.663732,2.885251,1.61226,-1.847732,1.649347,0.518759,1.630803
35,1.166667,1,702.913513,350.740296,614.289608,356.613942,658.601561,353.677119,2.886346,1.584488,-1.833697,1.671182,0.526324,1.627835
36,1.2,1,702.865086,350.682553,614.294271,356.65153,658.579679,353.667042,2.892809,1.619849,-1.837814,1.641475,0.527497,1.630662
37,1.233333,1,702.913227,350.642679,614.160633,356.61149,658.53693,353.627085,2.898336,1.522494,-1.836957,1.688368,0.530689,1.605431
38,1.266667,1,702.70874,350.418044,613.448725,356.665467,658.078732,353.541756,2.89882,1.754139,-1.830396,1.714102,0.534212,1.73412
39,1.3,1,702.70937,350.433247,613.731537,356.632975,658.220453,353.533111,2.888301,1.664366,-1.818585,1.453842,0.534858,1.559104
40,1.333333,1,702.61713,350.418082,613.750734,356.665027,658.183932,353.541555,2.893849,1.687738,-1.811019,1.519217,0.541415,1.603477
41,1.366667,1,702.601318,350.380204,613.67938,356.673621,658.140349,353.526912,2.887657,1.677133,-1.815531,1.515616,0.536063,1.596375
42,1.4,1,702.716351,350.365012,613.477974,356.565399,658.097162,353.465205,2.897366,1.754033,-1.839663,1.523549,0.528852,1.638791
43,1.433333,1,702.594833,350.353113,613.60445,356.432313,658.099642,353.392713,2.887456,1.757791,-1.819823,1.501958,0.533817,1.629874
44,1.466667,1,702.522106,350.401136,613.451462,356.426638,657.986784,353.413887,2.893624,1.784365,-1.820486,1.467255,0.536569,1.62581
45,1.5,1,702.459068,350.332251,613.44758,356.498403,657.953324,353.415327,2.904117,1.693192,-1.819957,1.375578,0.54208,1.534385
46,1.533333,1,701.586094,349.898608,613.91819,356.301502,657.752142,353.100055,2.863083,1.322167,-1.783008,1.291989,0.540037,1.307078
47,1.566667,1,701.879978,349.953207,614.047403,356.303916,657.963691,353.128561,2.8608,1.380705,-1.814266,1.241317,0.523267,1.311011
48,1.6,1,701.749458,349.961683,614.206266,356.051005,657.977862,353.006344,2.849749,1.360533,-1.803538,1.164917,0.523105,1.262725
49,1.633333,1,701.711464,349.959639,614.194212,356.131622,657.952838,353.04563,2.837999,1.381895,-1.800486,1.266614,0.518756,1.324254
50,1.666667,1,701.993027,350.056643,614.251213,356.041735,658.12212,353.049189,2.849951,1.431298,-1.81529,1.283577,0.517331,1.357437
51,1.7,1,702.014599,350.084866,614.260464,356.043178,658.137531,353.064022,2.852311,1.434514,-1.813218,1.332592,0.519546,1.383553
52,1.733333,1,702.059078,350.153171,614.311609,356.083578,658.185344,353.118374,2.848927,1.459226,-1.826674,1.356542,0.511126,1.407884
53,1.766667,1,702.442799,350.034011,614.177904,356.056949,658.310351,353.04548,2.866186,1.554353,-1.834327,1.282713,0.515929,1.418533
54,1.8,1,702.370892,350.13461,614.198256,355.837603,658.284574,352.986107,2.868762,1.542709,-1.838201,1.373267,0.515281,1.457988
55,1.833333,1,702.260532,350.035175,614.176788,355.724693,658.21866,352.879934,2.862286,1.554465,-1.827557,1.238808,0.517365,1.396637
56,1.866667,1,702.361431,349.978049,614.17614,355.745609,658.268785,352.861829,2.872832,1.519972,-1.829517,1.126628,0.521657,1.3233
