frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
3871,129.033333,1,637.516804,422.310537,530.52948,422.483872,584.023142,422.397205,2.792066,1.562001,-1.736433,2.718987,0.527817,2.140494
3872,129.066667,1,637.670479,422.525221,530.859518,422.739347,584.264998,422.632284,2.798795,1.518375,-1.730951,2.571985,0.533922,2.04518
3873,129.1,1,637.737274,422.84022,530.999069,423.003266,584.368172,422.921743,2.811248,1.534514,-1.710072,2.463593,0.550588,1.999054
3874,129.133333,1,638.016367,422.741987,531.375675,423.098023,584.696021,422.920005,2.781763,1.494657,-1.701184,2.507277,0.54029,2.000967
3875,129.166667,1,638.077421,422.82638,531.533918,423.022567,584.80567,422.924473,2.793718,1.483761,-1.710325,2.380132,0.541697,1.931947
3876,129.2,1,637.82815,422.953817,531.486816,423.058766,584.657483,423.006291,2.797062,1.552373,-1.707833,2.26434,0.544615,1.908357
3877,129.233333,1,637.950506,422.948538,531.546488,422.912242,584.748497,422.93039,2.799133,1.5385,-1.706066,2.330598,0.546534,1.934549
3878,129.266667,1,638.24357,422.811917,531.805086,422.845681,585.024328,422.828799,2.805165,1.463063,-1.703048,2.378019,0.551059,1.920541
3879,129.3,1,638.229542,423.093131,531.957645,423.001302,585.093594,423.047217,2.815321,1.544927,-1.729015,2.400072,0.543153,1.9725
3880,129.333333,1,638.696861,422.923808,532.073555,422.953967,585.385208,422.938887,2.832933,1.536178,-1.714625,2.446606,0.559154,1.991392
3881,129.366667,1,638.198814,423.331965,531.322508,422.715669,584.760661,423.023817,2.809131,1.786005,-1.771921,2.410646,0.518605,2.098325
3882,129.4,1,635.123072,422.537023,528.161926,422.144777,581.642499,422.3409,2.797433,2.00213,-1.869842,2.369782,0.463796,2.185956
3883,129.433333,1,635.173674,422.205577,528.198624,422.018949,581.686149,422.112263,2.806837,2.067473,-1.884429,2.340454,0.461204,2.203964
3884,129.466667,1,635.871544,422.56259,528.565722,421.984509,582.218633,422.273549,2.792304,1.996528,-1.897135,2.275986,0.447584,2.136257
3885,129.5,1,636.334505,422.585238,528.941965,422.007855,582.638235,422.296547,2.7814,2.019453,-1.890449,2.240013,0.445476,2.129733
3886,129.533333,1,636.890917,422.642444,529.447899,421.725097,583.169408,422.183771,2.795552,1.914094,-1.88673,2.451246,0.454411,2.18267
3887,129.566667,1,637.321262,422.529588,530.045147,421.623774,583.683205,422.076681,2.802334,1.994116,-1.892176,2.336828,0.455079,2.165472
3888,129.6,1,637.631435,422.450774,530.599852,421.513578,584.115644,421.982176,2.80052,2.008337,-1.895717,2.449209,0.452402,2.228773
3889,129.633333,1,638.087444,422.288736,530.849848,421.325297,584.468646,421.807017,2.810661,2.053688,-1.870038,2.354574,0.470312,2.204131
3890,129.666667,1,638.96636,422.521949,531.411438,421.070938,585.188899,421.796443,2.769297,1.997439,-1.857554,2.435873,0.455872,2.216656
3891,129.7,1,639.401674,422.279778,532.311954,420.998379,585.856814,421.639078,2.762624,2.045615,-1.839902,2.378001,0.461361,2.211808
3892,129.733333,1,640.286999,422.425057,532.994938,420.571607,586.640968,421.498332,2.75451,1.856896,-1.901306,2.408757,0.426602,2.132827
3893,129.766667,1,640.952816,422.417257,533.611269,420.418056,587.282043,421.417657,2.732983,1.869918,-1.915616,2.279634,0.408683,2.074776
3894,129.8,1,641.631775,422.493271,534.442158,420.312796,588.036966,421.403033,2.743363,1.959604,-1.90368,2.269032,0.419841,2.114318
3895,129.833333,1,642.165031,422.607951,535.394907,420.310242,588.779969,421.459097,2.72075,2.102252,-1.884061,2.155927,0.418344,2.129089
3896,129.866667,1,642.919607,422.598585,536.322336,420.115417,589.620972,421.357001,2.717593,2.119562,-1.920318,2.160791,0.398638,2.140177
3897,129.9,1,643.806763,422.673569,537.340221,420.225248,590.573492,421.449409,2.70562,2.129385,-1.914387,2.171368,0.395616,2.150376
3898,129.933333,1,644.448929,422.907318,538.023233,419.878846,591.236081,421.393082,2.696773,2.049673,-1.906854,2.075457,0.39496,2.062565
3899,129.966667,1,645.088196,422.76235,538.771811,419.779969,591.930003,421.27116,2.707989,2.110555,-1.960346,2.15822,0.373822,2.134388
3900,130.0,1,645.721626,422.791919,539.393196,419.60937,592.557411,421.200644,2.709639,2.070223,-1.95684,2.15466,0.376399,2.112441
3901,130.033333,1,646.383114,422.762918,540.052834,419.489014,593.217974,421.125966,2.722301,2.091333,-1.939441,2.105324,0.39143,2.098329
3902,130.066667,1,646.827583,423.006431,540.752668,418.949332,593.790126,420.977882,2.721414,2.088828,-1.95844,2.047976,0.381487,2.068402
3903,130.1,1,647.651777,422.860787,541.272287,418.937316,594.462032,420.899051,2.720564,2.151248,-1.922091,2.006512,0.399236,2.07888
3904,130.133333,1,648.005886,422.92015,541.801682,418.859886,594.903784,420.890018,2.728189,2.113279,-1.935013,1.968384,0.396588,2.040831
3905,130.166667,1,648.613052,422.865787,542.272882,418.68138,595.442967,420.773583,2.728392,2.145585,-1.916623,2.017338,0.405885,2.081461
3906,130.2,1,648.85664,422.818086,542.788925,418.479881,595.822783,420.648984,2.719701,2.152227,-1.92797,2.014934,0.395866,2.083581
3907,130.233333,1,649.527359,422.685671,543.116379,418.223376,596.321869,420.454524,2.725157,2.200304,-1.890462,2.125383,0.417347,2.162843
3908,130.266667,1,649.93968,422.588532,543.456917,418.161868,596.698298,420.3752,2.739464,2.128188,-1.888403,2.080861,0.42553,2.104525
3909,130.3,1,650.097122,422.469817,543.62608,418.237206,596.861601,420.353512,2.723547,2.080455,-1.926278,1.933413,0.398634,2.006934
3910,130.333333,1,650.25425,422.670629,544.300623,418.102344,597.277436,420.386487,2.730837,2.200375,-1.906079,2.155491,0.412379,2.177933
3911,130.366667,1,650.918026,422.571645,544.428091,418.032006,597.673059,420.301825,2.722338,2.097785,-1.9192,2.001873,0.401569,2.049829
3912,130.4,1,652.302246,422.265905,545.912533,418.249136,599.107389,420.257521,2.758798,2.135563,-1.910198,2.135208,0.4243,2.135385
3913,130.433333,1,652.308617,422.208313,546.399641,418.078912,599.354129,420.143613,2.743339,2.131327,-1.919631,1.931383,0.411854,2.031355
3914,130.466667,1,652.572556,422.122192,546.547785,418.106046,599.56017,420.114119,2.751086,1.990881,-1.904426,1.947355,0.42333,1.969118
3915,130.5,1,652.927513,422.288468,546.733818,418.012694,599.830666,420.150581,2.750601,2.002156,-1.908714,1.957968,0.420943,1.980062
3916,130.533333,1,653.145409,422.320461,546.788397,417.931885,599.966903,420.126173,2.753599,2.070123,-1.918902,1.9617,0.417348,2.015911
