frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
3213,107.1,1,601.166916,254.417331,489.887667,257.608457,545.527291,256.012894,2.625929,2.072979,-2.027405,2.060149,0.299262,2.066564
3214,107.133333,1,595.207481,254.420936,483.116741,258.789852,539.162111,256.605394,2.651872,2.12302,-1.96648,2.052669,0.342696,2.087845
3215,107.166667,1,590.41378,253.534981,478.514128,258.228756,534.463954,255.881868,2.665281,2.097662,-1.902013,1.622166,0.381634,1.859914
3216,107.2,1,584.849529,253.21752,472.758932,258.755761,528.804231,255.986641,2.714864,2.321686,-1.851092,1.553241,0.431886,1.937464
3217,107.233333,1,580.488195,251.114507,467.532167,258.265378,524.010181,254.689943,2.740016,2.187241,-1.883176,1.653238,0.42842,1.920239
3218,107.266667,1,572.576199,249.604193,460.646276,259.142686,516.611238,254.37344,2.806996,1.795473,-1.760148,1.75538,0.523424,1.775426
3219,107.3,1,565.442057,249.726083,452.953444,260.364196,509.19775,255.04514,2.907198,2.054305,-1.841249,1.958036,0.532974,2.006171
3220,107.333333,1,557.095861,250.748944,447.039347,261.795203,502.067604,256.272073,2.903559,1.870847,-1.707797,2.302791,0.597881,2.086819
3221,107.366667,1,550.788116,249.914052,440.246935,261.343272,495.517526,255.628662,2.913158,1.858885,-1.712987,2.150011,0.600085,2.004448
3222,107.4,1,544.846191,250.031689,435.084848,262.077388,489.96552,256.054538,2.879239,2.045816,-1.695418,2.222177,0.591911,2.133996
3223,107.433333,1,541.949987,249.331734,432.492075,263.281555,487.221031,256.306644,2.944345,1.838099,-1.641451,2.257307,0.651447,2.047703
3224,107.466667,1,541.19503,251.044298,432.463989,265.561824,486.82951,258.303061,2.982518,1.823533,-1.668724,2.071474,0.656897,1.947503
3225,107.5,1,543.176699,250.158589,433.457747,264.204937,488.317223,257.181763,2.878069,1.788542,-1.711141,1.914686,0.583464,1.851614
