frame,time_sec,face_detected,left_iris_center_x_px,left_iris_center_y_px,right_iris_center_x_px,right_iris_center_y_px,iris_center_x_px,iris_center_y_px,left_iris_x_norm,left_iris_y_norm,right_iris_x_norm,right_iris_y_norm,iris_x_norm,iris_y_norm
3654,121.8,1,636.98204,385.337058,540.238829,396.72693,588.610435,391.031994,2.9294,2.824414,-1.716369,1.883203,0.606516,2.353808
3655,121.833333,1,638.131828,385.186629,541.454659,396.860375,589.793243,391.023502,2.897566,2.331738,-1.724939,2.212033,0.586314,2.271885
3656,121.866667,1,639.023142,384.780382,542.860947,396.952794,590.942044,390.866588,2.847442,2.437862,-1.737657,2.325372,0.554893,2.381617
3657,121.9,1,640.708141,384.29576,544.932117,396.267339,592.820129,390.28155,2.892369,2.318812,-1.811636,2.32164,0.540367,2.320226
3658,121.933333,1,642.915668,383.834796,546.188593,395.289953,594.552131,389.562374,2.925858,2.27178,-1.796377,2.040768,0.564741,2.156274
3659,121.966667,1,644.43244,383.69206,547.612829,394.786309,596.022635,389.239184,2.922043,2.011598,-1.816957,1.810278,0.552543,1.910938
3660,122.0,1,645.696669,383.447968,549.069662,393.877555,597.383165,388.662761,2.934179,2.167857,-1.851128,1.732938,0.541525,1.950397
3661,122.033333,1,647.162008,382.886109,550.305595,393.25451,598.733802,388.07031,2.964308,2.047048,-1.828969,1.588589,0.56767,1.817819
3662,122.066667,1,648.300877,382.604198,551.585693,392.540656,599.943285,387.572427,2.948087,2.055643,-1.830821,1.697987,0.558633,1.876815
3663,122.1,1,649.553509,381.709853,552.942533,391.34423,601.248021,386.527042,2.93152,2.155381,-1.84415,1.733824,0.543685,1.944602
3664,122.133333,1,652.537937,379.572819,555.666513,389.430721,604.102225,384.50177,2.957731,2.174322,-1.754168,2.140875,0.601781,2.157599
3665,122.166667,1,654.322453,376.643118,558.414898,387.7988,606.368675,382.220959,2.928928,1.81116,-1.69364,2.479302,0.617644,2.145231
3666,122.2,1,655.561829,376.073545,559.102736,386.42964,607.332282,381.251593,2.945549,1.750287,-1.68554,2.319866,0.630004,2.035076
3667,122.233333,1,655.961075,375.205346,560.267849,385.372721,608.114462,380.289034,2.884056,1.644616,-1.785334,2.297858,0.549361,1.971237
3668,122.266667,1,656.6436,374.753684,560.40308,384.755974,608.52334,379.754829,2.874723,1.775434,-1.791565,2.329716,0.541579,2.052575
3669,122.3,1,657.147598,374.771655,560.699072,384.76136,608.923335,379.766507,2.868958,1.912845,-1.760863,2.303467,0.554048,2.108156
3670,122.333333,1,657.304344,374.914252,561.129522,384.973726,609.216933,379.943989,2.86095,1.835937,-1.76848,2.392687,0.546235,2.114312
3671,122.366667,1,657.667027,375.413572,561.223993,385.512292,609.44551,380.462932,2.865077,1.905954,-1.758521,2.44425,0.553278,2.175102
3672,122.4,1,658.016262,375.743011,561.704464,386.1601,609.860363,380.951555,2.861948,1.834386,-1.722569,2.224341,0.569689,2.029364
3673,122.433333,1,659.285183,376.480286,562.564621,386.757138,610.924902,381.618712,2.859642,2.021888,-1.698555,2.279768,0.580544,2.150828
3674,122.466667,1,660.373459,377.16396,564.669104,387.080451,612.521281,382.122205,2.874538,1.902113,-1.741073,2.003392,0.566732,1.952753
3675,122.5,1,662.165813,377.930642,566.546297,387.443343,614.356055,382.686993,2.829259,1.977852,-1.762196,2.001827,0.533532,1.989839
3676,122.533333,1,663.967571,378.860661,568.621798,387.598214,616.294684,383.229437,2.832902,1.972508,-1.773807,1.949242,0.529547,1.960875
3677,122.566667,1,665.903072,379.460993,570.927248,387.812126,618.41516,383.636559,2.793193,1.943534,-1.727831,1.873093,0.532681,1.908314
3678,122.6,1,667.773399,379.740157,572.832727,388.389498,620.303063,384.064828,2.786629,2.071765,-1.711959,1.914766,0.537335,1.993265
3679,122.633333,1,668.872147,379.559376,574.167929,388.482667,621.520038,384.021022,2.745268,2.089412,-1.695734,2.126494,0.524767,2.107953
3680,122.666667,1,669.352608,379.827254,575.014019,388.765318,622.183313,384.296286,2.709336,2.248137,-1.729179,2.313937,0.490079,2.281037
3681,122.7,1,667.856598,381.157147,573.524466,389.804513,620.690532,385.48083,2.693976,2.688411,-1.862596,2.23167,0.41569,2.460041
3682,122.733333,1,668.291187,380.819821,573.141031,389.851388,620.716109,385.335605,2.710393,2.552534,-1.879664,2.323592,0.415365,2.438063
3683,122.766667,1,668.222523,380.583798,573.409042,389.870346,620.815783,385.227072,2.708631,2.554014,-1.849104,2.33891,0.429763,2.446462
3684,122.8,1,667.185383,380.230519,572.86355,389.78695,620.024467,385.008734,2.71859,2.518272,-1.774075,2.225333,0.472257,2.371802
3685,122.833333,1,665.890446,379.87195,571.725616,389.718586,618.808031,384.795268,2.71005,2.403173,-1.746589,2.239311,0.481731,2.321242
3686,122.866667,1,663.883362,379.76346,570.342293,390.234171,617.112827,384.998816,2.725695,2.427572,-1.831455,2.253671,0.44712,2.340621
3687,122.9,1,662.767124,379.540333,568.73024,390.352907,615.748682,384.94662,2.747491,2.464269,-1.840116,2.164876,0.453687,2.314573
3688,122.933333,1,664.010468,379.556973,568.158073,390.385019,616.08427,384.970996,2.696158,2.454824,-1.85055,2.290419,0.422804,2.372622
